AmountSpent,InteractionID,LoginFrequency,TransactionYear,ChurnStatus,ProductCategory_Clothing,ProductCategory_Electronics,ProductCategory_Furniture,ProductCategory_Groceries,InteractionType_Feedback,InteractionType_Inquiry,InteractionType_No Interaction,ResolutionStatus_Resolved,ResolutionStatus_Unresolved,ServiceUsage_Online Banking,ServiceUsage_Website
31.86,4772.0,9,2022,1,False,False,False,False,False,False,False,True,False,True,False
347.94,-1.0,47,2022,1,False,False,False,False,False,False,True,False,False,True,False
449.55,-1.0,47,2022,1,True,False,False,False,False,False,True,False,False,True,False
427.65,-1.0,47,2022,1,False,False,False,False,False,False,True,False,False,True,False
128.28,-1.0,47,2022,1,False,False,False,True,False,False,True,False,False,True,False
38.55,5340.0,32,2022,0,False,False,True,False,True,False,False,False,True,True,False
38.55,2718.0,32,2022,0,False,False,True,False,True,False,False,False,True,True,False
236.33,5340.0,32,2022,0,False,False,False,True,True,False,False,False,True,True,False
236.33,2718.0,32,2022,0,False,False,False,True,True,False,False,False,True,True,False
196.51,5340.0,32,2022,0,False,True,False,False,True,False,False,False,True,True,False
196.51,2718.0,32,2022,0,False,True,False,False,True,False,False,False,True,True,False
217.36,5340.0,32,2022,0,True,False,False,False,True,False,False,False,True,True,False
217.36,2718.0,32,2022,0,True,False,False,False,True,False,False,False,True,True,False
263.34,5340.0,32,2022,0,False,False,True,False,True,False,False,False,True,True,False
263.34,2718.0,32,2022,0,False,False,True,False,True,False,False,False,True,True,False
440.13,5340.0,32,2022,0,False,False,True,False,True,False,False,False,True,True,False
440.13,2718.0,32,2022,0,False,False,True,False,True,False,False,False,True,True,False
485.11,5340.0,32,2022,0,False,True,False,False,True,False,False,False,True,True,False
485.11,2718.0,32,2022,0,False,True,False,False,True,False,False,False,True,True,False
204.86,5340.0,32,2022,0,False,False,False,True,True,False,False,False,True,True,False
204.86,2718.0,32,2022,0,False,False,False,True,True,False,False,False,True,True,False
284.72,6203.0,33,2022,0,False,True,False,False,False,True,False,True,False,False,True
284.72,7230.0,33,2022,0,False,True,False,False,False,True,False,True,False,False,True
69.76,6203.0,33,2022,0,False,False,False,False,False,True,False,True,False,False,True
69.76,7230.0,33,2022,0,False,False,False,False,False,True,False,True,False,False,True
462.94,6203.0,33,2022,0,True,False,False,False,False,True,False,True,False,False,True
462.94,7230.0,33,2022,0,True,False,False,False,False,True,False,True,False,False,True
162.56,-1.0,23,2022,1,False,False,True,False,False,False,True,False,False,True,False
50.6,-1.0,23,2022,1,False,False,False,True,False,False,True,False,False,True,False
115.18,-1.0,23,2022,1,False,False,True,False,False,False,True,False,False,True,False
302.69,-1.0,23,2022,1,False,True,False,False,False,False,True,False,False,True,False
150.62,-1.0,23,2022,1,False,False,False,False,False,False,True,False,False,True,False
466.05,-1.0,23,2022,1,False,False,False,True,False,False,True,False,False,True,False
119.48,-1.0,23,2022,1,False,True,False,False,False,False,True,False,False,True,False
209.52,-1.0,23,2022,1,True,False,False,False,False,False,True,False,False,True,False
279.74,4938.0,15,2022,0,False,True,False,False,True,False,False,False,True,False,False
279.74,6706.0,15,2022,0,False,True,False,False,True,False,False,False,True,False,False
475.22,4938.0,15,2022,0,False,True,False,False,True,False,False,False,True,False,False
475.22,6706.0,15,2022,0,False,True,False,False,True,False,False,False,True,False,False
15.54,4938.0,15,2022,0,False,True,False,False,True,False,False,False,True,False,False
15.54,6706.0,15,2022,0,False,True,False,False,True,False,False,False,True,False,False
343.69,4973.0,30,2022,1,True,False,False,False,True,False,False,True,False,True,False
343.69,6982.0,30,2022,1,True,False,False,False,False,False,False,True,False,True,False
257.05,4973.0,30,2022,1,False,True,False,False,True,False,False,True,False,True,False
257.05,6982.0,30,2022,1,False,True,False,False,False,False,False,True,False,True,False
299.58,4973.0,30,2022,1,False,False,True,False,True,False,False,True,False,True,False
299.58,6982.0,30,2022,1,False,False,True,False,False,False,False,True,False,True,False
323.12,4973.0,30,2022,1,False,True,False,False,True,False,False,True,False,True,False
323.12,6982.0,30,2022,1,False,True,False,False,False,False,False,True,False,True,False
149.68,4973.0,30,2022,1,False,True,False,False,True,False,False,True,False,True,False
149.68,6982.0,30,2022,1,False,True,False,False,False,False,False,True,False,True,False
109.87,4973.0,30,2022,1,True,False,False,False,True,False,False,True,False,True,False
109.87,6982.0,30,2022,1,True,False,False,False,False,False,False,True,False,True,False
398.99,-1.0,16,2022,1,False,True,False,False,False,False,True,False,False,True,False
216.64,5806.0,22,2022,1,False,False,False,False,False,True,False,False,True,False,False
312.21,5806.0,22,2022,1,False,False,False,True,False,True,False,False,True,False,False
233.59,5806.0,22,2022,1,False,False,False,True,False,True,False,False,True,False,False
158.43,6086.0,43,2022,1,False,False,False,False,False,False,False,False,True,False,False
115.9,6086.0,43,2022,1,False,False,True,False,False,False,False,False,True,False,False
471.72,6086.0,43,2022,1,False,True,False,False,False,False,False,False,True,False,False
83.09,6086.0,43,2022,1,False,True,False,False,False,False,False,False,True,False,False
366.67,6086.0,43,2022,1,False,True,False,False,False,False,False,False,True,False,False
309.18,6086.0,43,2022,1,False,True,False,False,False,False,False,False,True,False,False
202.06,6086.0,43,2022,1,False,False,False,False,False,False,False,False,True,False,False
462.86,6086.0,43,2022,1,False,False,True,False,False,False,False,False,True,False,False
484.93,6086.0,43,2022,1,False,True,False,False,False,False,False,False,True,False,False
401.08,7609.0,30,2022,0,False,False,False,True,False,False,False,True,False,True,False
458.39,7609.0,30,2022,0,False,False,False,True,False,False,False,True,False,True,False
125.96,4335.0,1,2022,0,False,False,False,True,False,False,False,True,False,False,False
27.6,4335.0,1,2022,0,False,False,False,False,False,False,False,True,False,False,False
127.06,4335.0,1,2022,0,False,True,False,False,False,False,False,True,False,False,False
409.19,4335.0,1,2022,0,False,True,False,False,False,False,False,True,False,False,False
314.17,4335.0,1,2022,0,False,False,False,False,False,False,False,True,False,False,False
182.18,4335.0,1,2022,0,True,False,False,False,False,False,False,True,False,False,False
256.72,4335.0,1,2022,0,True,False,False,False,False,False,False,True,False,False,False
444.16,4335.0,1,2022,0,True,False,False,False,False,False,False,True,False,False,False
298.89,4335.0,1,2022,0,True,False,False,False,False,False,False,True,False,False,False
134.74,8216.0,35,2022,1,False,True,False,False,True,False,False,True,False,True,False
134.74,2632.0,35,2022,1,False,True,False,False,False,False,False,False,True,True,False
484.62,8216.0,35,2022,1,True,False,False,False,True,False,False,True,False,True,False
484.62,2632.0,35,2022,1,True,False,False,False,False,False,False,False,True,True,False
107.37,8216.0,35,2022,1,False,False,False,True,True,False,False,True,False,True,False
107.37,2632.0,35,2022,1,False,False,False,True,False,False,False,False,True,True,False
160.29,3059.0,18,2022,0,True,False,False,False,False,True,False,False,True,False,True
458.27,3059.0,18,2022,0,False,False,False,False,False,True,False,False,True,False,True
447.53,3059.0,18,2022,0,False,False,False,False,False,True,False,False,True,False,True
22.91,3059.0,18,2022,0,True,False,False,False,False,True,False,False,True,False,True
379.69,3059.0,18,2022,0,True,False,False,False,False,True,False,False,True,False,True
438.95,3059.0,18,2022,0,False,False,False,True,False,True,False,False,True,False,True
44.12,3059.0,18,2022,0,False,False,False,True,False,True,False,False,True,False,True
149.35,3059.0,18,2022,0,False,False,False,False,False,True,False,False,True,False,True
261.07,3059.0,18,2022,0,False,True,False,False,False,True,False,False,True,False,True
467.07,2046.0,15,2022,0,True,False,False,False,False,False,False,False,True,True,False
467.07,7082.0,15,2022,0,True,False,False,False,False,False,False,False,True,True,False
24.71,2046.0,15,2022,0,False,True,False,False,False,False,False,False,True,True,False
24.71,7082.0,15,2022,0,False,True,False,False,False,False,False,False,True,True,False
78.06,2046.0,15,2022,0,True,False,False,False,False,False,False,False,True,True,False
78.06,7082.0,15,2022,0,True,False,False,False,False,False,False,False,True,True,False
332.66,2046.0,15,2022,0,True,False,False,False,False,False,False,False,True,True,False
332.66,7082.0,15,2022,0,True,False,False,False,False,False,False,False,True,True,False
115.21,2046.0,15,2022,0,False,False,True,False,False,False,False,False,True,True,False
115.21,7082.0,15,2022,0,False,False,True,False,False,False,False,False,True,True,False
309.6,2046.0,15,2022,0,False,False,False,True,False,False,False,False,True,True,False
309.6,7082.0,15,2022,0,False,False,False,True,False,False,False,False,True,True,False
322.59,2046.0,15,2022,0,False,True,False,False,False,False,False,False,True,True,False
322.59,7082.0,15,2022,0,False,True,False,False,False,False,False,False,True,True,False
394.18,-1.0,21,2022,0,True,False,False,False,False,False,True,False,False,True,False
459.71,-1.0,21,2022,0,False,False,True,False,False,False,True,False,False,True,False
170.28,-1.0,21,2022,0,False,False,False,True,False,False,True,False,False,True,False
453.87,-1.0,21,2022,0,True,False,False,False,False,False,True,False,False,True,False
382.68,-1.0,21,2022,0,False,False,False,False,False,False,True,False,False,True,False
344.58,-1.0,21,2022,0,False,False,False,True,False,False,True,False,False,True,False
175.4,-1.0,21,2022,0,False,False,False,False,False,False,True,False,False,True,False
170.1,-1.0,21,2022,0,False,True,False,False,False,False,True,False,False,True,False
414.29,-1.0,21,2022,0,False,False,True,False,False,False,True,False,False,True,False
481.33,2590.0,40,2022,0,False,True,False,False,False,True,False,True,False,False,False
346.82,2590.0,40,2022,0,False,False,True,False,False,True,False,True,False,False,False
253.19,2590.0,40,2022,0,True,False,False,False,False,True,False,True,False,False,False
89.8,2590.0,40,2022,0,True,False,False,False,False,True,False,True,False,False,False
154.02,2016.0,2,2022,0,False,True,False,False,True,False,False,True,False,True,False
154.02,5434.0,2,2022,0,False,True,False,False,False,False,False,True,False,True,False
114.96,2016.0,2,2022,0,False,True,False,False,True,False,False,True,False,True,False
114.96,5434.0,2,2022,0,False,True,False,False,False,False,False,True,False,True,False
406.81,2016.0,2,2022,0,True,False,False,False,True,False,False,True,False,True,False
406.81,5434.0,2,2022,0,True,False,False,False,False,False,False,True,False,True,False
259.07,2016.0,2,2022,0,True,False,False,False,True,False,False,True,False,True,False
259.07,5434.0,2,2022,0,True,False,False,False,False,False,False,True,False,True,False
485.95,2016.0,2,2022,0,True,False,False,False,True,False,False,True,False,True,False
485.95,5434.0,2,2022,0,True,False,False,False,False,False,False,True,False,True,False
22.47,2016.0,2,2022,0,False,False,False,True,True,False,False,True,False,True,False
22.47,5434.0,2,2022,0,False,False,False,True,False,False,False,True,False,True,False
444.4,2016.0,2,2022,0,True,False,False,False,True,False,False,True,False,True,False
444.4,5434.0,2,2022,0,True,False,False,False,False,False,False,True,False,True,False
204.89,9511.0,30,2022,1,False,False,True,False,False,False,False,False,True,True,False
414.89,9511.0,30,2022,1,False,False,False,False,False,False,False,False,True,True,False
405.75,9511.0,30,2022,1,False,False,False,True,False,False,False,False,True,True,False
379.88,9511.0,30,2022,1,True,False,False,False,False,False,False,False,True,True,False
113.73,9511.0,30,2022,1,False,False,True,False,False,False,False,False,True,True,False
356.39,7243.0,40,2022,0,False,False,False,False,False,False,False,False,True,False,True
400.78,9779.0,32,2022,0,False,False,False,False,False,True,False,True,False,False,True
27.98,9779.0,32,2022,0,True,False,False,False,False,True,False,True,False,False,True
90.66,9779.0,32,2022,0,False,True,False,False,False,True,False,True,False,False,True
353.55,9779.0,32,2022,0,False,True,False,False,False,True,False,True,False,False,True
281.14,9779.0,32,2022,0,False,False,True,False,False,True,False,True,False,False,True
166.39,9779.0,32,2022,0,False,False,False,True,False,True,False,True,False,False,True
286.86,9779.0,32,2022,0,False,False,False,True,False,True,False,True,False,False,True
251.56,7921.0,28,2022,1,False,False,False,True,False,False,False,True,False,False,True
217.4,7921.0,28,2022,1,False,False,True,False,False,False,False,True,False,False,True
204.24,7921.0,28,2022,1,False,True,False,False,False,False,False,True,False,False,True
346.3,7921.0,28,2022,1,False,False,False,False,False,False,False,True,False,False,True
295.09,7921.0,28,2022,1,True,False,False,False,False,False,False,True,False,False,True
280.13,7921.0,28,2022,1,False,False,False,False,False,False,False,True,False,False,True
374.07,7921.0,28,2022,1,False,False,True,False,False,False,False,True,False,False,True
308.11,-1.0,11,2022,1,True,False,False,False,False,False,True,False,False,True,False
8.69,-1.0,11,2022,1,False,False,False,True,False,False,True,False,False,True,False
489.77,-1.0,11,2022,1,False,False,False,True,False,False,True,False,False,True,False
174.14,-1.0,11,2022,1,False,False,False,True,False,False,True,False,False,True,False
479.69,7241.0,7,2022,0,False,True,False,False,False,False,False,True,False,True,False
103.82,7241.0,7,2022,0,False,False,True,False,False,False,False,True,False,True,False
447.08,7241.0,7,2022,0,False,False,False,False,False,False,False,True,False,True,False
179.77,7241.0,7,2022,0,True,False,False,False,False,False,False,True,False,True,False
108.75,7241.0,7,2022,0,True,False,False,False,False,False,False,True,False,True,False
444.41,7813.0,1,2022,1,False,False,False,True,False,False,False,False,True,False,False
444.41,7136.0,1,2022,1,False,False,False,True,False,True,False,True,False,False,False
40.58,7813.0,1,2022,1,False,False,False,False,False,False,False,False,True,False,False
40.58,7136.0,1,2022,1,False,False,False,False,False,True,False,True,False,False,False
201.0,7813.0,1,2022,1,False,False,True,False,False,False,False,False,True,False,False
201.0,7136.0,1,2022,1,False,False,True,False,False,True,False,True,False,False,False
163.23,7813.0,1,2022,1,False,True,False,False,False,False,False,False,True,False,False
163.23,7136.0,1,2022,1,False,True,False,False,False,True,False,True,False,False,False
274.4,7813.0,1,2022,1,False,False,True,False,False,False,False,False,True,False,False
274.4,7136.0,1,2022,1,False,False,True,False,False,True,False,True,False,False,False
36.71,7813.0,1,2022,1,False,True,False,False,False,False,False,False,True,False,False
36.71,7136.0,1,2022,1,False,True,False,False,False,True,False,True,False,False,False
337.91,7813.0,1,2022,1,True,False,False,False,False,False,False,False,True,False,False
337.91,7136.0,1,2022,1,True,False,False,False,False,True,False,True,False,False,False
231.85,7813.0,1,2022,1,False,False,False,False,False,False,False,False,True,False,False
231.85,7136.0,1,2022,1,False,False,False,False,False,True,False,True,False,False,False
490.17,7813.0,1,2022,1,False,True,False,False,False,False,False,False,True,False,False
490.17,7136.0,1,2022,1,False,True,False,False,False,True,False,True,False,False,False
381.38,3218.0,43,2022,0,False,False,True,False,False,False,False,False,True,False,False
495.75,3218.0,43,2022,0,False,False,True,False,False,False,False,False,True,False,False
14.8,3218.0,43,2022,0,True,False,False,False,False,False,False,False,True,False,False
360.88,3218.0,43,2022,0,False,False,True,False,False,False,False,False,True,False,False
490.36,3218.0,43,2022,0,False,True,False,False,False,False,False,False,True,False,False
476.74,3218.0,43,2022,0,False,False,False,False,False,False,False,False,True,False,False
452.78,3218.0,43,2022,0,False,False,False,False,False,False,False,False,True,False,False
208.67,9859.0,28,2022,0,False,False,False,True,False,True,False,True,False,False,False
208.67,3326.0,28,2022,0,False,False,False,True,True,False,False,False,True,False,False
92.62,4141.0,39,2022,0,False,False,True,False,False,True,False,True,False,False,True
403.78,7607.0,19,2022,0,False,False,False,True,False,False,False,False,True,False,False
403.78,5207.0,19,2022,0,False,False,False,True,True,False,False,True,False,False,False
108.43,7607.0,19,2022,0,False,False,False,True,False,False,False,False,True,False,False
108.43,5207.0,19,2022,0,False,False,False,True,True,False,False,True,False,False,False
276.42,7607.0,19,2022,0,True,False,False,False,False,False,False,False,True,False,False
276.42,5207.0,19,2022,0,True,False,False,False,True,False,False,True,False,False,False
44.22,7607.0,19,2022,0,False,False,False,True,False,False,False,False,True,False,False
44.22,5207.0,19,2022,0,False,False,False,True,True,False,False,True,False,False,False
336.72,4771.0,39,2022,0,False,False,True,False,True,False,False,True,False,True,False
367.84,4771.0,39,2022,0,True,False,False,False,True,False,False,True,False,True,False
45.1,4771.0,39,2022,0,False,False,False,False,True,False,False,True,False,True,False
136.69,4771.0,39,2022,0,False,False,True,False,True,False,False,True,False,True,False
137.39,4771.0,39,2022,0,False,True,False,False,True,False,False,True,False,True,False
445.93,4771.0,39,2022,0,False,False,False,False,True,False,False,True,False,True,False
326.35,4118.0,32,2022,1,False,False,True,False,False,True,False,True,False,False,True
454.65,4118.0,32,2022,1,False,False,False,False,False,True,False,True,False,False,True
406.11,4118.0,32,2022,1,False,False,True,False,False,True,False,True,False,False,True
73.27,4118.0,32,2022,1,True,False,False,False,False,True,False,True,False,False,True
382.53,4118.0,32,2022,1,False,False,True,False,False,True,False,True,False,False,True
132.46,4118.0,32,2022,1,False,True,False,False,False,True,False,True,False,False,True
467.01,4118.0,32,2022,1,False,False,False,True,False,True,False,True,False,False,True
153.34,4118.0,32,2022,1,True,False,False,False,False,True,False,True,False,False,True
489.07,2095.0,49,2022,1,True,False,False,False,False,False,False,False,True,True,False
389.3,8719.0,30,2022,1,False,False,False,False,True,False,False,False,True,False,True
389.3,8652.0,30,2022,1,False,False,False,False,True,False,False,False,True,False,True
114.63,8719.0,30,2022,1,False,False,False,True,True,False,False,False,True,False,True
114.63,8652.0,30,2022,1,False,False,False,True,True,False,False,False,True,False,True
269.19,8719.0,30,2022,1,False,False,True,False,True,False,False,False,True,False,True
269.19,8652.0,30,2022,1,False,False,True,False,True,False,False,False,True,False,True
373.09,8719.0,30,2022,1,False,False,False,False,True,False,False,False,True,False,True
373.09,8652.0,30,2022,1,False,False,False,False,True,False,False,False,True,False,True
339.95,8719.0,30,2022,1,False,False,False,True,True,False,False,False,True,False,True
339.95,8652.0,30,2022,1,False,False,False,True,True,False,False,False,True,False,True
38.6,8719.0,30,2022,1,False,False,True,False,True,False,False,False,True,False,True
38.6,8652.0,30,2022,1,False,False,True,False,True,False,False,False,True,False,True
474.7,8719.0,30,2022,1,False,True,False,False,True,False,False,False,True,False,True
474.7,8652.0,30,2022,1,False,True,False,False,True,False,False,False,True,False,True
468.35,8719.0,30,2022,1,True,False,False,False,True,False,False,False,True,False,True
468.35,8652.0,30,2022,1,True,False,False,False,True,False,False,False,True,False,True
472.78,8719.0,30,2022,1,True,False,False,False,True,False,False,False,True,False,True
472.78,8652.0,30,2022,1,True,False,False,False,True,False,False,False,True,False,True
13.04,2855.0,2,2022,0,False,False,False,True,False,False,False,True,False,False,True
13.04,5948.0,2,2022,0,False,False,False,True,True,False,False,True,False,False,True
207.81,4497.0,44,2022,0,False,True,False,False,False,True,False,True,False,True,False
317.21,4497.0,44,2022,0,False,False,False,False,False,True,False,True,False,True,False
95.34,-1.0,43,2022,0,False,False,True,False,False,False,True,False,False,True,False
294.83,-1.0,43,2022,0,False,False,False,True,False,False,True,False,False,True,False
223.77,-1.0,43,2022,0,False,False,False,True,False,False,True,False,False,True,False
404.47,-1.0,43,2022,0,False,False,False,False,False,False,True,False,False,True,False
493.46,-1.0,43,2022,0,True,False,False,False,False,False,True,False,False,True,False
459.39,6179.0,37,2022,0,False,False,False,False,False,True,False,True,False,True,False
208.45,4126.0,19,2022,0,False,False,False,False,False,True,False,False,True,True,False
34.16,4126.0,19,2022,0,True,False,False,False,False,True,False,False,True,True,False
218.75,4126.0,19,2022,0,False,True,False,False,False,True,False,False,True,True,False
214.39,-1.0,26,2022,0,False,False,False,False,False,False,True,False,False,False,False
166.83,-1.0,26,2022,0,False,False,False,False,False,False,True,False,False,False,False
164.96,-1.0,26,2022,0,True,False,False,False,False,False,True,False,False,False,False
298.18,-1.0,26,2022,0,False,True,False,False,False,False,True,False,False,False,False
251.8,-1.0,26,2022,0,False,True,False,False,False,False,True,False,False,False,False
380.93,6563.0,1,2022,0,False,False,False,False,True,False,False,False,True,False,False
380.93,7076.0,1,2022,0,False,False,False,False,True,False,False,True,False,False,False
341.58,6563.0,1,2022,0,False,False,True,False,True,False,False,False,True,False,False
341.58,7076.0,1,2022,0,False,False,True,False,True,False,False,True,False,False,False
335.38,6563.0,1,2022,0,False,True,False,False,True,False,False,False,True,False,False
335.38,7076.0,1,2022,0,False,True,False,False,True,False,False,True,False,False,False
131.9,6563.0,1,2022,0,False,True,False,False,True,False,False,False,True,False,False
131.9,7076.0,1,2022,0,False,True,False,False,True,False,False,True,False,False,False
20.92,6563.0,1,2022,0,False,True,False,False,True,False,False,False,True,False,False
20.92,7076.0,1,2022,0,False,True,False,False,True,False,False,True,False,False,False
196.16,6563.0,1,2022,0,True,False,False,False,True,False,False,False,True,False,False
196.16,7076.0,1,2022,0,True,False,False,False,True,False,False,True,False,False,False
495.06,6563.0,1,2022,0,False,False,False,False,True,False,False,False,True,False,False
495.06,7076.0,1,2022,0,False,False,False,False,True,False,False,True,False,False,False
78.45,6563.0,1,2022,0,False,False,True,False,True,False,False,False,True,False,False
78.45,7076.0,1,2022,0,False,False,True,False,True,False,False,True,False,False,False
143.49,6563.0,1,2022,0,False,False,False,False,True,False,False,False,True,False,False
143.49,7076.0,1,2022,0,False,False,False,False,True,False,False,True,False,False,False
199.25,6095.0,42,2022,0,False,False,True,False,False,True,False,False,True,False,False
58.28,6095.0,42,2022,0,False,False,True,False,False,True,False,False,True,False,False
477.21,6095.0,42,2022,0,False,False,False,False,False,True,False,False,True,False,False
305.18,-1.0,28,2022,1,False,False,True,False,False,False,True,False,False,True,False
203.01,-1.0,28,2022,1,False,False,False,False,False,False,True,False,False,True,False
357.78,-1.0,28,2022,1,False,True,False,False,False,False,True,False,False,True,False
278.76,3826.0,26,2022,1,False,False,False,True,False,True,False,False,True,True,False
278.76,3874.0,26,2022,1,False,False,False,True,True,False,False,False,True,True,False
7.72,3826.0,26,2022,1,False,False,False,False,False,True,False,False,True,True,False
7.72,3874.0,26,2022,1,False,False,False,False,True,False,False,False,True,True,False
101.13,3826.0,26,2022,1,False,True,False,False,False,True,False,False,True,True,False
101.13,3874.0,26,2022,1,False,True,False,False,True,False,False,False,True,True,False
24.07,3826.0,26,2022,1,True,False,False,False,False,True,False,False,True,True,False
24.07,3874.0,26,2022,1,True,False,False,False,True,False,False,False,True,True,False
252.9,3826.0,26,2022,1,False,False,False,False,False,True,False,False,True,True,False
252.9,3874.0,26,2022,1,False,False,False,False,True,False,False,False,True,True,False
377.43,3826.0,26,2022,1,False,False,False,True,False,True,False,False,True,True,False
377.43,3874.0,26,2022,1,False,False,False,True,True,False,False,False,True,True,False
120.92,3826.0,26,2022,1,False,False,False,False,False,True,False,False,True,True,False
120.92,3874.0,26,2022,1,False,False,False,False,True,False,False,False,True,True,False
7.11,3826.0,26,2022,1,False,False,False,False,False,True,False,False,True,True,False
7.11,3874.0,26,2022,1,False,False,False,False,True,False,False,False,True,True,False
230.04,-1.0,40,2022,0,False,True,False,False,False,False,True,False,False,False,False
345.79,-1.0,40,2022,0,True,False,False,False,False,False,True,False,False,False,False
273.82,-1.0,40,2022,0,False,False,False,False,False,False,True,False,False,False,False
31.8,-1.0,40,2022,0,False,False,False,False,False,False,True,False,False,False,False
389.51,-1.0,40,2022,0,True,False,False,False,False,False,True,False,False,False,False
267.26,-1.0,40,2022,0,True,False,False,False,False,False,True,False,False,False,False
24.61,-1.0,40,2022,0,False,True,False,False,False,False,True,False,False,False,False
331.14,4097.0,35,2022,0,True,False,False,False,True,False,False,False,True,True,False
203.76,4097.0,35,2022,0,False,False,True,False,True,False,False,False,True,True,False
267.86,4097.0,35,2022,0,False,True,False,False,True,False,False,False,True,True,False
314.57,4097.0,35,2022,0,False,False,False,False,True,False,False,False,True,True,False
84.12,9437.0,3,2022,0,False,False,False,True,True,False,False,True,False,False,True
84.12,5075.0,3,2022,0,False,False,False,True,False,True,False,False,True,False,True
197.17,9437.0,3,2022,0,True,False,False,False,True,False,False,True,False,False,True
197.17,5075.0,3,2022,0,True,False,False,False,False,True,False,False,True,False,True
324.5,9437.0,3,2022,0,False,False,False,True,True,False,False,True,False,False,True
324.5,5075.0,3,2022,0,False,False,False,True,False,True,False,False,True,False,True
499.86,-1.0,26,2022,1,False,False,False,False,False,False,True,False,False,True,False
301.46,-1.0,26,2022,1,False,True,False,False,False,False,True,False,False,True,False
337.18,-1.0,26,2022,1,False,False,False,True,False,False,True,False,False,True,False
285.56,-1.0,26,2022,1,False,False,True,False,False,False,True,False,False,True,False
473.78,-1.0,26,2022,1,False,False,False,True,False,False,True,False,False,True,False
66.59,-1.0,26,2022,1,False,False,False,False,False,False,True,False,False,True,False
105.27,-1.0,26,2022,1,False,False,False,False,False,False,True,False,False,True,False
78.86,-1.0,33,2022,0,False,True,False,False,False,False,True,False,False,False,False
80.51,-1.0,33,2022,0,False,True,False,False,False,False,True,False,False,False,False
243.28,-1.0,33,2022,0,False,False,True,False,False,False,True,False,False,False,False
273.12,-1.0,33,2022,0,False,False,False,True,False,False,True,False,False,False,False
335.68,-1.0,33,2022,0,True,False,False,False,False,False,True,False,False,False,False
206.33,-1.0,33,2022,0,False,True,False,False,False,False,True,False,False,False,False
147.82,8392.0,22,2022,0,False,False,False,False,True,False,False,False,True,True,False
259.55,8392.0,22,2022,0,False,False,True,False,True,False,False,False,True,True,False
303.91,8392.0,22,2022,0,False,False,False,False,True,False,False,False,True,True,False
222.74,8392.0,22,2022,0,True,False,False,False,True,False,False,False,True,True,False
489.08,8392.0,22,2022,0,False,False,False,True,True,False,False,False,True,True,False
469.02,7906.0,6,2022,0,True,False,False,False,False,True,False,True,False,False,False
445.96,7906.0,6,2022,0,True,False,False,False,False,True,False,True,False,False,False
225.33,7906.0,6,2022,0,False,False,True,False,False,True,False,True,False,False,False
69.63,7906.0,6,2022,0,False,False,False,False,False,True,False,True,False,False,False
262.63,2395.0,42,2022,0,False,False,False,False,False,False,False,False,True,True,False
262.63,5931.0,42,2022,0,False,False,False,False,False,True,False,True,False,True,False
326.61,2395.0,42,2022,0,False,True,False,False,False,False,False,False,True,True,False
326.61,5931.0,42,2022,0,False,True,False,False,False,True,False,True,False,True,False
50.79,2395.0,42,2022,0,False,False,False,False,False,False,False,False,True,True,False
50.79,5931.0,42,2022,0,False,False,False,False,False,True,False,True,False,True,False
196.3,2395.0,42,2022,0,False,False,True,False,False,False,False,False,True,True,False
196.3,5931.0,42,2022,0,False,False,True,False,False,True,False,True,False,True,False
81.51,7303.0,34,2022,0,False,False,False,True,False,True,False,True,False,True,False
278.11,7303.0,34,2022,0,True,False,False,False,False,True,False,True,False,True,False
369.04,7303.0,34,2022,0,False,False,True,False,False,True,False,True,False,True,False
13.35,7303.0,34,2022,0,False,False,True,False,False,True,False,True,False,True,False
469.65,7303.0,34,2022,0,False,False,True,False,False,True,False,True,False,True,False
89.72,7303.0,34,2022,0,False,True,False,False,False,True,False,True,False,True,False
26.12,7303.0,34,2022,0,False,False,False,False,False,True,False,True,False,True,False
236.45,7303.0,34,2022,0,False,False,False,True,False,True,False,True,False,True,False
412.18,2597.0,3,2022,1,False,True,False,False,True,False,False,True,False,True,False
468.2,2597.0,3,2022,1,False,False,True,False,True,False,False,True,False,True,False
399.23,2597.0,3,2022,1,False,False,False,False,True,False,False,True,False,True,False
333.6,2597.0,3,2022,1,False,False,False,True,True,False,False,True,False,True,False
403.47,2597.0,3,2022,1,False,True,False,False,True,False,False,True,False,True,False
411.04,-1.0,17,2022,1,False,False,True,False,False,False,True,False,False,True,False
295.52,-1.0,17,2022,1,False,False,True,False,False,False,True,False,False,True,False
262.73,-1.0,17,2022,1,False,False,True,False,False,False,True,False,False,True,False
70.86,-1.0,17,2022,1,True,False,False,False,False,False,True,False,False,True,False
322.71,-1.0,17,2022,1,False,False,True,False,False,False,True,False,False,True,False
341.96,-1.0,6,2022,0,False,False,True,False,False,False,True,False,False,False,False
435.09,-1.0,6,2022,0,False,True,False,False,False,False,True,False,False,False,False
35.03,-1.0,6,2022,0,False,True,False,False,False,False,True,False,False,False,False
266.36,-1.0,6,2022,0,False,False,False,True,False,False,True,False,False,False,False
205.51,-1.0,6,2022,0,False,False,False,True,False,False,True,False,False,False,False
399.18,-1.0,6,2022,0,True,False,False,False,False,False,True,False,False,False,False
340.69,-1.0,42,2022,0,False,True,False,False,False,False,True,False,False,False,False
39.77,-1.0,42,2022,0,False,False,False,True,False,False,True,False,False,False,False
190.96,-1.0,42,2022,0,False,False,True,False,False,False,True,False,False,False,False
